Context,Question,Answer,Category
"Based on a short story by novelist Annie Proulx, ""Brokeback Mountain"" chronicles the gay romance between cowboys -- played by Ledger and Jake Gyllenhaal -- who meet while working on a ranch in 1963. The film has emerged as the critics' Oscar favourite with the Los Angeles Film Critics Association voting it best picture at the weekend, with another best director nod for Lee.",What did Ledger and Gyllenhaal's characters do before the FCA vote?,"meet, working",2
"A Hong Kong pro-democracy group on Saturday turned its wrath on Britain, saying it would stage protests at an upcoming visit by ex- premier Margaret Thatcher in anger at British ""lip service"" on the territory's future. The announcement was made by the United Front Against the Provisional Legislature, a loose alliance of politicians and grass-roots activists opposing the assembly set up by China to legislate in Hong Kong after the July 1 handover.",What will happen during the upcoming visit?,"stage, protests",2
"A quarter of the world's wealthiest 10 percent of adults lived in the United States while a fifth resided in Japan, the study showed. Eight percent of the world's wealthiest 10 percent of adults lived in Germany, seven percent in Italy, six percent in Britain and four percent each in France and Spain.",What probably happened while eight percent of the world's wealthiest 10 percent adults lived in Germany?,"lived, resided",2
"Airbus chief executive Louis Gallois, who is also co-chief executive of parent company EADS, told a press conference that ""no decision has been taken or is imminent"" concerning a contribution by partner countries to the A350 programme. Gallois said: ""We do not have an imminent need for finance.""",What will happen in the future?,,2
"The day-release regime will be suspended from May 12-30 during a trial involving Tapie's role in illegal funding of his former footbal club Olympique de Marseille (OM). Tapie, a former French MP and Euro-deputy, has faced a string of legal actions in recent years which have reduced him from a succesful businessman-turned-politician to a prison inmate.",What event has already finished?,"funding, faced, actions, reduced",2
"""He will be happy if Laila claims her 22nd victory,"" she added. ",What happened after she added her statement?,,2
"With a UN-monitored ceasefire holding since 1991, a resolution to the conflict which has festered for 22 years since Spain's withdrawal from the territory has been put on the international community's back burner for the past year. During his mission, the 66-year-old Texan diplomat will hold talks with Moroccan and Polisario Front leaders and meet with officials in Algiers and in Nouakchott, the capital of neighboring Mauritania.","What has not yet happened, but will happen, after something started festering?","mission, hold, talks, meet",2
"Armed with new powers granted by an emergency session of the New South Wales state parliament, police set up check points on a number of main roads in Sydney's troubled southern suburbs. A wave of arrests followed after several incidents, including a Molotov cocktail thrown at police, an elderly man attacked with a crowbar and an officer injured in a brawl, Assistant Commissioner Dave Owens told the national AAP news agency.",What event has begun but has not finished?,Armed,2
"""The differences between the first version of the affair as presented on Israeli television and the conclusions of the police inquiry will be clear. The media pressure made the inquiry more difficult,"" she said.",What started before she spoke?,pressure,2
"The minister was in the Italian capital for talks with the Italian energy group ENI and its subsidiary Agip and said they are close to signing a 23-year agreement on the development of the Nasiriyah oil field in southern Iraq. The field has a production capacity of about 300,000 barrels a day, and Agip would invest two billion dollars to develop it.",What must happen before the Nasiriyah oil field will be developed?,"signing, agreement",2
